start_date_type,start_date,country,geo_scope,area_name,shutdown_type,affected_network,shutdown_extent,ordered_by,decision_maker,actual_cause,actual_cause_details,info_source,info_source_link,shutdown_status,end_date,duration,gov_justification,gov_just_details,gov_ack,legal_just,legal_method,gov_ack_source,gov_ack_quote,facebook_affected,twitter_affected,whatsapp_affected,instagram_affected,telegram_affected,other_affected,sms_affected,phonecall_affected,telcos_involved,telco_ ack,telco_ack_source,telco_ack_quote,election,violence,hr_abuse_reported,users_targeted,users_target_detail,users_notified,econ_impact,event,an_link,region
,8/22/2019,Indonesia,"It affected more than one city in the same state, province, or region",Papua,Shutdown,Mobile,Full network,Executive government,Ministry of Communications,Protests,,CSO KIO partners,https://safenet.or.id/2019/08/keepiton-in-papua-and-west-papua/,Ended,9/5/2019,14,Public safety/ Quell unrest/ Restore public order,,Yes,Unknown,,,http://news24xx.com/read/news/18497/Internet-access-in-Jayapura-Papua-will-be-restored-gradually-starting-today?utm_source=dlvr.it&utm_medium=twitter,No,No,No,No,No,Other modes of communications including phone lines disrupted,No,Yes,,Unknown,,,No,Yes,Yes,Minority groups,,Unknown,,,,APAC
,8/25/2019,India,"It only affected one city, county, or village","Gangapur City, Sawai Madhopur District, Rajasthan",Shutdown,"Broadband, Mobile",Full network,State government,State Government,Communal violence,,News media article,https://www.pinkcitypost.com/gangapur-city-communal-tension-internet-services-suspended/,Ended,8/26/2019,1,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Yes,Section 144 CrCP,,,,,,,,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internety shutdown in Gangapur city of Sawai Madhopur district to prevent communal violence after clashes erupted between two religious groups,,APAC
,8/27/2019,Iraq,"It affected locations in more than one state, province, or region",,Shutdown,"Broadband, Mobile",Full network,Executive government,Ministry of Education - via a Communic to the Ministry of ICT,Exam cheating,,CSO KIO partners,https://ioda.caida.org/ioda/dashboard#lastView=overview&from=1567382400&until=1567425600&view=inspect&entity=country/IQ,Ended,9/2/2019,6,School Exams,,Yes,No,,,,No,No,No,No,No,,,,,Unknown,,,No,No,No,,,Yes,,,,MENA
,9/2/2019,Bangladesh,"It only affected one city, county, or village",Refugee Camps in Cox Bazar district and peninsula adjoining the Naf River,Throttle,Mobile,Full network,Executive government,Bangladesh Telecommunication Regulatory Commission,Protests,,News media article,"https://bdnews24.com/bangladesh/2019/09/03/govt-curbs-3g-4g-mobile-services-at-rohingya-camps-surrounding-areas
https://www.thedailystar.net/rohingya-crisis/news/3g-4g-services-restricted-ukhia-teknaf-until-further-notice-1798249
https://globalvoices.org/2019/09/03/bangladesh-cuts-access-to-mobile-phone-services-for-the-rohingya/",Ended,9/9/2019,7,National security/ Counter-terrorism,,Yes,Unknown,,,,No,No,No,No,No,Curfew style downgrading of 3G and 4G internet from 5pm until 6am,,,,Unknown,,,No,No,No,Minority groups,,No,,,,APAC
,9/7/2019,Pakistan,,Azad Kashmir.,Shutdown,Mobile,Full network,Executive government,Pakistan Telecommunication Autority and Interior Ministry,Protests,,News media article,"https://netblocks.org/reports/pakistan-shuts-down-internet-in-kashmir-restricts-access-in-punjab-and-beyond-3Anw7dB2
https://www.top10vpn.com/assets/2020/01/Top10VPN.com-Cost-of-Internet-Shutdowns-2019-Supporting-Data.pdf",Ended,9/7/2019,,National security/ Counter-terrorism,,Yes,Unknown,,,,No,No,No,No,No,,,,"Pakistan Telecommunication Company Limited
and Interior Ministry",Unknown,,,No,No,No,,,Unknown,,,,APAC
,9/8/2019,Pakistan,,"Faisalabad, Jhang, Multan, Rahimyar Khan, Lahore 
Karachi & Islamabad",Shutdown,Mobile,Full network,Executive government,Pakistan Telecommunication Autority and Interior Ministry,Religious holiday/anniversary,,News media article,"https://www.indiatoday.in/world/story/pakistan-shuts-internet-services-ahead-muharram-1597032-2019-09-09
https://twitter.com/arsalanashraff/status/1171321094084747264?s=20
http://digitalrightsmonitor.pk/reports-of-arbitrary-network-shutdowns-in-karachi-pta-interior-ministry-deny-issuance-of-notices-to-telcos/
https://netblocks.org/reports/pakistan-shuts-down-internet-in-kashmir-restricts-access-in-punjab-and-beyond-3Anw7dB2",Ended,9/10/2019,2,National security/ Counter-terrorism,,Yes,,,,http://digitalrightsmonitor.pk/network-shutdowns-across-the-country-for-security-reasons-over-ashura/,No,No,No,No,No,,,,"Pakistan Telecommunication Company Limited
and Interior Ministry",,,,No,No,No,,,Unknown,,,,APAC
,9/10/2019,Bangladesh,"It only affected one city, county, or village",Refugee Camps in Cox Bazar district and peninsula adjoining the Naf River,Shutdown,Mobile,Full network,Executive government,Bangladesh Telecommunication Regulatory Commission,Protests,,News media article,https://www.hrw.org/news/2019/09/13/bangladesh-internet-blackout-rohingya-refugees,Ongoing,,,National security/ Counter-terrorism,,Yes,Unknown,,,,No,No,No,No,No,,,,,,,,No,No,No,Minority groups,,No,,,,APAC
,9/14/2019,Algeria,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Full network,Unknown,,Protests,,News media article,https://netblocks.org/reports/internet-disrupted-in-algeria-amid-protests-against-military-influence-pA2znrAb,Ended,9/15/2019,1,Unknown,,Unknown,Unknown,,,,No,No,No,No,No,,,,Algeria Telecom,Unknown,,,No,Unknown,Unknown,,,Unknown,,,,MENA
,9/22/2019,Egypt,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,Executive government,President Abdel Fattah al-Sisi,Protests,,CSO KIO partners,"https://netblocks.org/reports/facebook-messenger-social-media-and-news-sites-disrupted-in-egypt-amid-protests-eA1Jd7Bp

https://www.vice.com/en_us/article/pa73nv/sisi-is-already-trying-to-crush-those-anti-government-protests-in-egypt
https://www.top10vpn.com/assets/2020/01/Top10VPN.com-Cost-of-Internet-Shutdowns-2019-Supporting-Data.pdf",Ended,9/23/2019,1,None,,No,No,,,,Yes,Yes,Yes,Yes,No,Skype,No,,"Telecom Egypt, Raya",No,,,No,Unknown,Unknown,Others,,No,,,,MENA
,9/25/2019,Indonesia,"It only affected one city, county, or village",Wamena,Shutdown,Mobile,Full network,Executive government,Ministry of Communications and,Protests,,CSO KIO partners,"https://www.kominfo.go.id/content/detail/21719/siaran-pers-no-187hmkominfo092019-tentang-pembatasan-layanan-data-di-wamena/0/siaran_pers
https://www.theguardian.com/world/2019/sep/28/i-feel-like-im-dying-west-papua-witnesses-unrest-indonesia-police",Ended,9/28/2019,3,Public safety/ Quell unrest/ Restore public order,,Yes,Unknown,,,https://www.kominfo.go.id/content/detail/21719/siaran-pers-no-187hmkominfo092019-tentang-pembatasan-layanan-data-di-wamena/0/siaran_pers,No,No,No,No,No,Other modes of communications including phone lines disrupted,No,Yes,,Unknown,,,No,Yes,Yes,Minority groups,,Unknown,,,,APAC
,10/2/2019,Iraq,"It affected locations in more than one state, province, or region",National except Kurdish region,Shutdown,"Broadband, Mobile",Service-based,Unknown,,Protests,,News media article,"https://www.theguardian.com/world/2019/oct/02/at-least-seven-killed-as-iraqi-security-forces-fire-on-protesters
https://www.accessnow.org/amid-massive-anti-government-protests-a-near-total-internet-shutdown-in-iraq/",Ended,11/21/2019,50,Unknown,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,MENA
,10/3/2019,Iraq,"It affected locations in more than one state, province, or region",National except Kurdish region,Shutdown,"Broadband, Mobile",Full network,Unknown,,Protests,,News media article,"https://www.theguardian.com/world/2019/oct/02/at-least-seven-killed-as-iraqi-security-forces-fire-on-protesters
https://www.accessnow.org/amid-massive-anti-government-protests-a-near-total-internet-shutdown-in-iraq/
https://www.businessinsider.com/iraq-blocks-facebook-whatsapp-cuts-internet-protests-2019-10

https://www.aa.com.tr/en/middle-east/iraq-internet-access-restored-after-weeklong-protests/1605204",Ended,10/10/2019,7,Unknown,,,,,,,No,No,No,No,No,,,,,,,,,,,,,,,,,MENA
,10/7/2019,Ecuador,"It affected locations in more than one state, province, or region",National,Throttle,"Broadband, Mobile",Service-based,Executive government,,Protests,,News media article,"https://advox.globalvoices.org/2019/10/11/netizen-report-turkey-iraq-and-ecuador-face-network-shutdowns-amid-conflict-public-protests/
https://netblocks.org/reports/evidence-of-social-media-disruptions-in-ecuador-as-crisis-deepens-oy9RN483",Ended,10/7/2019,0,Unknown,,Unknown,Unknown,,,,Yes,Yes,Yes,No,No,,,,Corporación Nacional de Telecomunicaciones (CNT),Unknown,,,No,Yes,Yes,,,Unknown,,,,LAC
,10/11/2019,India,"It only affected one city, county, or village","Jehanabad, Bihar",Shutdown,Mobile,Full network,Law enforcement,,Communal violence,,News media article,https://www.hindustantimes.com/india-news/one-dead-12-injured-in-communal-clash/story-mJ41o198Q00wL305dMUtyN.html,,,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Unknown,Yes,Section 144 CrCP,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,"Mobil internet services were suspended on Oct 11, 2019 in Jehanabad, Bihar to prevent rumour mongering after communal clashes took place during Durga idol immersion procession. Shops were ransacked and set on fire by violent mobs. Later police held a peace dialogue with clashing communities.",,APAC
,10/11/2019,Turkey,"It affected locations in more than one state, province, or region","Gaziantep, Sanlıurfa, Hatay,",Shutdown,"Broadband, Mobile",Service-based,,ICTA regulatory,Conflict,Military operation,News media article,https://netblocks.org/reports/twitter-facebook-whatsapp-and-instagram-restricted-in-southern-turkey-oy9RzE83,Ongoing,,,Unknown,,Unknown,Unknown,,,,Yes,Yes,Yes,Yes,No,,,,TTNet,Unknown,,,No,Unknown,Unknown,,,No,,,,MENA
,10/12/2019,Ecuador,"It affected locations in more than one state, province, or region",National,Shutdown,Mobile,Full network,Executive government,,Protests,,News media article,https://netblocks.org/reports/mobile-internet-disrupted-in-quito-as-ecuador-political-crisis-escalates-eBOgkJBZ,Ended,10/12/2019,,Unknown,,Unknown,Unknown,,,,No,No,No,No,No,,,,Claro,Unknown,,,No,Yes,Yes,,,Unknown,,,,LAC
,10/12/2019,Yemen,"It only affected one city, county, or village",Abyan districts,Shutdown,Broadband,Full network,Non-government,,Conflict,Armed conflict,News media article,http://adengd.net/news/416123,Ended,10/16/2019,4,Sabotage/ Third-party Action,,Yes,Unknown,,,,,,,,,,No,,,Unknown,,,Unknown,Unknown,Unknown,,,Unknown,,,,MENA
,10/15/2019,Turkey,"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,,,Unknown,,News media article,https://twitter.com/TurkeyBlocks/status/1183939168298254340,Ended,10/15/2019,,Unknown,,Unknown,No,,,,No,Yes,No,No,No,,,,Turkcell Superonline,Yes,,,No,No,No,,,No,,,,MENA
,10/22/2019,Pakistan,,Islamabad and Khyber Pakhtunkhwa,Shutdown,Mobile,Full network,Executive government,,Protests,Political Rally,CSO KIO partners,http://digitalrightsmonitor.pk/network-shutdowns-expected-in-islamabad-and-areas-of-kpk-during-jui-f-azadi-march/,Ended,10/23/2019,,Unknown,,,,,,,No,No,No,No,No,,,,"Pakistan Telecommunication Company Limited
and Interior Ministry",Unknown,,,No,No,No,,,Unknown,,,,APAC
,10/25/2019,Iraq,"It affected locations in more than one state, province, or region",National except Kurdish areas,Shutdown,"Broadband, Mobile","Full network, Service-based",Executive government,,Protests,,News media article,https://www.alarabiya.net/ar/arab-and-world/iraq/2019/11/12/%D8%AD%D8%AC%D8%A8-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82-%D8%AE%D8%B1%D9%82-%D9%84%D9%84%D9%82%D9%88%D8%A7%D9%86%D9%8A%D9%86-%D9%88%D8%AE%D8%B3%D8%A7%D8%A6%D8%B1-%D8%A8%D8%A7%D9%87%D8%B8%D8%A9,Ended,10/26/2019,1,Unknown,,Unknown,Unknown,,,,Yes,Yes,Yes,Yes,No,,,,,Unknown,,,No,Yes,Yes,,,Unknown,,,,MENA
,11/4/2019,Iraq,"It affected locations in more than one state, province, or region",National except Kurdish areas,Shutdown,"Broadband, Mobile",Full network,,,Protests,,News media article,"https://arabicpost.net/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/2019/11/05/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82-%D9%85%D8%B9%D8%B2%D9%88%D9%84-%D8%B9%D9%86-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85-%D9%82%D8%B7%D8%B9-%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D8%A5/
https://netblocks.org/reports/iraq-shuts-down-internet-again-as-protests-intensify-Q8oOWz8n",Ended,11/11/2019,7,Unknown,,Unknown,,,,,No,No,No,No,No,,,,,,,,No,Yes,Yes,,,,,,,MENA
,11/6/2019,Yemen,"It affected more than one city in the same state, province, or region",,Shutdown,Broadband,Full network,Unknown,,Unknown,,News media article,https://newsyemen.net/new/47651,Ended,11/6/2019,,Technical problems/ Infrastructure failure,,Yes,Unknown,,,,,,,,,,No,,,Unknown,,,Unknown,Unknown,Unknown,,,Unknown,,,,MENA
,11/9/2019,India,"It only affected one city, county, or village","Rajasthan (also in Meerut and Saharanpur in western Uttar Pradesh, Palwal, Haryana, and Maharashtra)",Shutdown,"Broadband, Mobile","Full network, Service-based",Law enforcement,divisional commissioners of Agra and Aligarh,Other,Sensitive court case: Announcement of Ayodhya verdict,News media article,https://thewire.in/tech/ayodhya-verdict-internet-suspended-in-parts-of-india,Ended,11/9/2019,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Unknown,,,,Yes,Yes,Yes,No,No,,No,,,Unknown,,,No,Unknown,Unknown,Others,,Unknown,,Internet services were suspended in the wake of Ayodhya verdict.,,APAC
,11/10/2019,India,"It only affected one city, county, or village","Damoh, Panna, Chhatarpur and Tikamgarh districts, Madhya Pradesh",Shutdown,"Broadband, Mobile",Full network,Law enforcement,,Religious holiday/anniversary,,News media article,https://wap.business-standard.com/article-amp/pti-stories/internet-services-suspended-in-4-mp-districts-119111000633_1.html,Ended,11/11/2019,,Other,Precautionary Measure,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Unknown,Unknown,Others,,Unknown,,This shutdown was imposed because public wanted to carry out processions on occasion of Eid-e-Milad-un-Nabi despite not getting permissions from the authorities. Permissions of all kinds for rallies and processions have been denied in the State by District authorities till November 30th.,,APAC
,11/16/2019,Iran (Islamic Republic of),"It affected locations in more than one state, province, or region",National except Kurdish region,Shutdown,"Broadband, Mobile",Full network,Executive government,Ministry of ICT,Protests,Economic Crisis,News media article,"https://www.voanews.com/middle-east/iranians-struggle-without-internet
https://medium.com/filterwatch/iran-shutdown-monitor-ccd4cad2a681",Ended,11/23/2019,7,National security/ Counter-terrorism,,Yes,Unknown,,,,No,No,No,No,No,,,,"MCI (TCI), MTCE, MTN Irancell, Rightel (Tamin Telecom) , Taliya 
TKC",Unknown,,,No,Yes,Yes,,,Unknown,,,,MENA
,11/16/2019,Iran (Islamic Republic of),"It affected locations in more than one state, province, or region",National except Kurdish region,Shutdown,"Broadband, Mobile",Full network,Executive government,Ministry of ICT,Protests,Economic Crisis,News media article,"https://www.voanews.com/middle-east/iranians-struggle-without-internet
https://medium.com/filterwatch/iran-shutdown-monitor-ccd4cad2a681",Ended,11/24/2019,8,National security/ Counter-terrorism,,Yes,Unknown,,,,No,No,No,No,No,,,,"MCI (TCI), MTCE, MTN Irancell, Rightel (Tamin Telecom) , Taliya 
TKC",Unknown,,,No,Yes,Yes,,,Unknown,,,,MENA
,11/16/2019,Venezuela (Bolivarian Republic of),"It affected locations in more than one state, province, or region",National,Shutdown,"Broadband, Mobile",Service-based,,,Protests,,News media article,https://netblocks.org/reports/twitter-facebook-and-instagram-restricted-in-venezuela-on-day-of-planned-protests-98aMZv8o,Ended,11/16/2019,,Unknown,,Unknown,Unknown,,,,Yes,Yes,No,Yes,No,,,,CANTV,Unknown,,,No,Unknown,Unknown,,,Unknown,,,,LAC
,11/22/2019,Yemen,"It only affected one city, county, or village",,Shutdown,Broadband,Full network,Unknown,,Unknown,,News media article,https://www.almashhad-alyemeni.com/150395,Unknown,,,Technical problems/ Infrastructure failure,,Yes,Unknown,,,,,,,,,,No,,,Unknown,,,Unknown,Unknown,Unknown,,,Unknown,,,,MENA
,12/10/2019,India,"It affected more than one city in the same state, province, or region",Arunachal Pradesh,Shutdown,"Broadband, Mobile",Full network,Law enforcement,,Protests,,News media article,https://www.hindustantimes.com/india-news/amid-anti-citizenship-bill-protests-internet-shutdown-in-tripura-arunachal/story-jqR4jxiJexKbKIivV6XZBP.html,Ended,12/11/2019,,Public safety/ Quell unrest/ Restore public order,,Yes,Yes,Section 144 CrCP,,,No,No,No,No,No,,Yes,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,"After the passing of Citizenship(Amendment) Bill in the Lok Sabha, mass protests have been taking place in Tripura. Additional secretary to the Government of Tripura has prohibited SMS services as well as Mobile Internet for a period of 48 hours starting from 2PM on 10th December 2019.",,APAC
,12/10/2019,India,"It affected more than one city in the same state, province, or region",Tripura,Shutdown,"Broadband, Mobile",Full network,Law enforcement,,Protests,,News media article,https://indianexpress.com/article/north-east-india/north-east-bandh-today-live-updates-citizenship-bill-protests-6159534/,Ended,12/11/2019,,Public safety/ Quell unrest/ Restore public order,,Yes,Yes,Section 144 CrCP,,,No,No,No,No,No,,Yes,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,"After the passing of Citizenship(Amendment) Bill in the Lok Sabha, mass protests have been taking place in Tripura. Additional secretary to the Government of Tripura has prohibited SMS services as well as Mobile Internet for a period of 48 hours starting from 2PM on 10th December 2019.",,APAC
,12/11/2019,India,"It affected more than one city in the same state, province, or region",10 districts of Assam,Shutdown,"Broadband, Mobile",Full network,Law enforcement,,Protests,,News media article,https://www.indiatoday.in/india/story/internet-shutdown-blackout-assam-citizenship-amendment-bill-protests-1627435-2019-12-11,Ended,12/11/2019,,Public safety/ Quell unrest/ Restore public order,,Yes,Yes,Section 144 CrCP,,,No,No,No,No,No,,Yes,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,"Owning to protests about the Citizenship amendment bill, there have been wide spread protests taking place in Assam. Internet has been suspended in the districts from 7PM on 11th December to 7PM on 12th December to curb violence and spread of protests in the State.",,APAC
,12/12/2019,India,"It affected more than one city in the same state, province, or region","10 districts, Meghalaya",Shutdown,"Broadband, Mobile",Full network,Law enforcement,,Protests,,News media article,https://www.indiatoday.in/india/story/mobile-internet-services-suspended-for-48-hours-in-meghalaya-1627874-2019-12-13,Ended,12/13/2019,,Public safety/ Quell unrest/ Restore public order,,Yes,Yes,Section 144 CrCP,,,No,No,No,No,No,,Yes,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,"Mobile internet services have been suspended across Meghalaya for the next 48 hours, officials said. The development comes in the wake of the passage of the Citizenship (Amendment) Bill in Parliament. CVD Diengdoh, additional secretary to the government of Meghalaya (home police) department on Thursday said that mobile Internet and messaging were suspended for 48 hours from 5pm on Thursday in entire Meghalaya to prevent potential threat to public safety through SMS, WhatsApp, Facebook, Twitter and YouTube.",,APAC
,12/13/2019,India,"It only affected one city, county, or village","Aligarh, Uttar Pradesh",Shutdown,"Broadband, Mobile",Full network,Law enforcement,,Protests,,CSO KIO partners,https://internetshutdowns.in/,Ended,12/13/2019,,Public safety/ Quell unrest/ Restore public order,,Yes,Yes,Section 144 CrCP,,,No,No,No,No,No,,Yes,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet has been shutdown in Aligarh till 5PM on 13th December 2019 because of protests regarding the Citizenship amendment bill.,,APAC
,12/15/2019,India,"It affected more than one city in the same state, province, or region","Uttar Pradesh, West Bengal",Shutdown,"Broadband, Mobile",Full network,Law enforcement,,Protests,,CSO KIO partners,https://internetshutdowns.in/,Ended,12/15/2019,,Public safety/ Quell unrest/ Restore public order,,Yes,Yes,Section 144 CrCP,,,No,No,No,No,No,,Yes,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,"""In Meerut, the internet services will be unavailable till noon today, unless further orders are issued. Meerut District Magistrate Anil Dhingra told ANI that internet services have been suspended in the district from 12 pm of December 15 to 12 pm of December 16 in view of law and order maintenance.

In Aligarh, Internet was suspended from 15th December, 10PM to 16th December 10PM.""",,APAC
,12/18/2019,India,"It affected more than one city in the same state, province, or region",Several cities in Uttar Pradesh,Shutdown,"Broadband, Mobile",Full network,Law enforcement,,Protests,,News media article,https://www.outlookindia.com/newsscroll/several-up-cities-face-internet-shutdown/1690123,Ended,12/18/2019,,Public safety/ Quell unrest/ Restore public order,,Yes,Yes,Section 144 CrCP,,,No,No,No,No,No,,Yes,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet has been suspended in the district of Azamgarh in Uttar Pradesh for 48 hours owning to protests about Citizenship amendment bill.,,APAC
,12/19/2019,India,"It only affected one city, county, or village","Dakshina Kannada district, Karnataka",Shutdown,"Broadband, Mobile",Full network,Law enforcement,,Protests,,News media article,https://timesofindia.indiatimes.com/city/mangaluru/caa-protests-in-mangaluru-mobile-internet-suspended-in-dakshina-kannada-district/articleshow/72895087.cms,Ended,12/21/2019,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Mobile internet services suspended for 48 hours in Mangaluru City and Dakshina Kannada district as an order given by the Karnataka Government.,,APAC
,12/20/2019,India,"It affected more than one city in the same state, province, or region",Madhya Pradesh,Shutdown,Mobile,Full network,Law enforcement,,Protests,,News media article,https://www.hindustantimes.com/india-news/nationwide-protests-continue-1000s-booked/story-rKTsjqpH7m2LJlILe3d9gP.html,Ended,12/21/2019,,Public safety/ Quell unrest/ Restore public order,,Yes,Yes,Section 144 CrCP,,,No,No,No,No,No,,No,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,"Mobile Internet services remain suspended till noon on Saturday in Jabalpur, Bhopal and Indore.",,APAC
,12/22/2019,India,"It affected more than one city in the same state, province, or region",Several cities in Uttar Pradesh,Shutdown,"Broadband, Mobile",Full network,Law enforcement,,Protests,,News media article,https://www.business-standard.com/article/news-ani/anti-caa-stir-internet-services-suspended-in-up-s-prayagraj-firozabad-119122200799_1.html,Ended,12/24/2019,,Fake news/ Hate speech/ Incendiary content/ Promoting violence,,Yes,Yes,Section 144 CrCP,,,No,No,No,No,No,,Yes,,,Unknown,,,No,Yes,Unknown,Others,,Unknown,,Internet was suspended in Muzaffarnagar in Uttar Pradesh against Citizenship Amendment Bill.,,APAC
,12/22/2019,India,"It only affected one city, county, or village","Capital, Rajasthan",Shutdown,"Broadband, Mobile","Full network, Service-based",Law enforcement,,Protests,,News media article,https://www.news18.com/news/india/internet-metro-to-remain-suspended-in-jaipur-on-sunday-2432175.html,Ended,12/22/2019,,Public safety/ Quell unrest/ Restore public order,,Yes,Unknown,,,,Yes,Yes,Yes,No,No,,Yes,,,Unknown,,,No,Unknown,Unknown,Others,,Unknown,,"Internet services will remain suspended in the Rajasthan capital from 6 am to 8 pm on Sunday, 22nd December in wake of protest being staged by a community against the Citizen Amendment Act and the protest march being taken out by the ruling Congress, to be led by Chief Minister Ashok Gehlol.

All internet services ranging from 2G to 4G shall remain suspended on Sunday. Data mobile internet, bulk SMS-MMS, Whatsapp, Facebook, Twitter and other social media through internet service providers shall remain suspended.",,APAC
,12/27/2019,India,"It affected more than one city in the same state, province, or region","Bijnor, Bulandshahar, Muzaffarnagar, Meerut, Agra, Firozabad, Sambhal, Aligarh, Ghaziabad, Rampur, Sitapur and Kanpur, Uttar Pradesh",Shutdown,"Broadband, Mobile",Full network,Law enforcement,,Protests,,News media article,"https://www.ndtv.com/india-news/citizenship-amendment-act-parts-of-uttar-pradesh-go-offline-as-cops-brace-for-renewed-protests-2154866

https://www.msn.com/en-in/news/newsindia/caa-protests-live/ar-BBYnNOM?li=AAggbRN",Ended,12/28/2019,,Public safety/ Quell unrest/ Restore public order,,Yes,Unknown,,,,No,No,No,No,No,,No,,,Unknown,,,No,Unknown,Unknown,Others,,Unknown,,"Internet connectivity was suspended in western Uttar Pradesh's Bijnor, Bulandshahar, Muzaffarnagar, Meerut, Agra, Firozabad, Sambhal, Aligarh, Ghaziabad, Rampur, Sitapur and Kanpur due to protests against the Citizenship Amendment Act. The duration of shutdowns in each of these districts is different,",,APAC
,12/31/2019,Bangladesh,"It affected locations in more than one state, province, or region",Districts that border India,Shutdown,Mobile,Full network,Executive government,Bangladesh Telecommunication Regulatory Commission and Foreign Ministry,Unknown,,News media article,"https://www.news18.com/news/world/muslims-may-seek-to-enter-bangladesh-telecom-regulator-stops-mobile-services-along-india-borde-2441275.html
https://www.news18.com/news/world/2-days-after-stopping-mobile-services-over-security-concerns-along-india-border-bangladesh-reverses-move-2442273.html",Ended,1/2/2020,2,National security/ Counter-terrorism,,Yes,No,,,,No,No,No,No,No,,,,,Unknown,,,No,No,No,,,No,,,,APAC
